title,description,publishedAt,url,category
Former world champion Julio César Chávez Jr arrested by Ice over alleged cartel ties,The former world champion’s son is being processed for removal from the US after Ice agents arrested him in California,2025-07-03T18:22:08Z,https://www.theguardian.com/sport/2025/jul/03/julio-cesar-chavez-jr-arrested-ice-cartel-deportation,sports
England in Deep trouble on day two after Shubman Gill’s 269 piles on the pain,England are a massive 510 runs adrift of India having lost three quick wickets after finally bowling out the tourists for 587 on day two at Edgbaston,2025-07-03T18:02:18Z,https://www.theguardian.com/sport/2025/jul/03/england-india-second-test-day-two-match-report,sports
‘I won’t be going anywhere’: George Russell adamant he will stay at Mercedes,George Russell believes he will get a new contract with Mercedes as he played down suggestions he could lose his seat to Max Verstappen,2025-07-03T17:46:49Z,https://www.theguardian.com/sport/2025/jul/03/george-russell-mercedes-f1-british-grand-prix-max-verstappen-formula-one,sports
Wimbledon diary: Tarvet’s prize money mystery and Bear Grylls in the box,"Amateur Tarvet will help fund British tennis’s future, Novak Djokovic brings back serve-and-volley, and celebrity spotting in the royal box",2025-07-03T17:13:34Z,https://www.theguardian.com/sport/2025/jul/03/wimbledon-diary-tarvets-prize-money-mystery-and-bear-grylls-in-the-box,sports
"Wimbledon travel chaos is ‘huge embarrassment’ for London, says MP","Paul Kohler criticises Sadiq Khan after spectators face delays, cancellations and overcrowding on trains",2025-07-03T16:46:42Z,https://www.theguardian.com/sport/2025/jul/03/wimbledon-travel-chaos-is-huge-embarrassment-for-london-says-mp,sports
‘I executed perfectly’: Djokovic proves too much for Dan Evans at Wimbledon,Novak Djokovic said he was at the top of his game as he beat Dan Evans in straight sets to reach the third round at Wimbledon,2025-07-03T16:10:09Z,https://www.theguardian.com/sport/2025/jul/03/i-executed-perfectly-djokovic-proves-too-much-for-dan-evans-at-wimbledon,sports
Emma Raducanu confronts top-five struggles before Sabalenka showdown,"Emma Raducanu will test the progression of her game in her Wimbledon third-round match against the world No 1, Aryna Sabalenka",2025-07-03T15:23:10Z,https://www.theguardian.com/sport/2025/jul/03/emma-raducanu-confronts-top-five-struggles-before-sabalenka-showdown,sports
"Oisin Murphy fined £70,000 for drink-driving offence which led to car accident","Oisin Murphy, the reigning champion jockey on the Flat, was fined £70,000 after pleading guilty to a drink-driving charge following a crash",2025-07-03T15:20:52Z,https://www.theguardian.com/sport/2025/jul/03/oisin-murphy-drink-driving-offence-horse-racing,sports
Broncos’ Chelsea Lenarduzzi: ‘It’s burnt me every year that we haven’t won’ | Jack Snape,Ahead of the 2025 NRLW season the Brisbane forward can still taste the bitter ending to last year’s campaign but knows you have to stick to the process,2025-07-03T15:00:56Z,https://www.theguardian.com/sport/2025/jul/04/broncos-chelsea-lenarduzzi-queensland-brisbane-nrlw-rugby-league,sports
Owen Farrell backed to ‘inject experience’ into Lions squad after replacing injured Daly,"Andy Farrell is flying out his son, Owen, to join the British &amp; Irish Lions in Australia after Elliot Daly’s tour was ended due to injury",2025-07-03T14:01:39Z,https://www.theguardian.com/sport/2025/jul/03/owen-farrell-lions-australia-elliot-daly-arm-injury-rugby-union,sports
Tour de France 2025: full team-by-team guide,Tadej Pogacar’s UAE team and Jonas Vingegaard’s Visma lead the way but watch out for Soudal-QuickStep,2025-07-03T10:00:46Z,https://www.theguardian.com/sport/2025/jul/03/tour-de-france-2025-full-team-by-team-guide,sports
Idaho-bred Matteo Jorgenson is big – and getting bigger in cycling’s biggest races,"Matteo Jorgenson has the size of a sprinter but climbs like a Tour contender. As the Visma rider eyes future glory, he’s biding his time in service of Jonas Vingegaard",2025-07-03T09:00:44Z,https://www.theguardian.com/sport/2025/jul/03/matteo-jorgenson-tour-de-france-cycling-grand-tour,sports
